Valor_Aluguel;Valor_Condominio;Metragem;N_Quartos;N_banheiros;N_Suites;N_Vagas
1150;480;55;2;2;0;1
1150;400;50;2;1;0;1
1150;580;54;2;1;0;1
1150;430;72;3;1;0;1
1150;752;56;2;2;1;1
1150;400;60;1;2;1;1
1150;950;62;2;2;1;2
1150;150;57;3;2;1;2
1150;0;47;2;2;1;1
1150;0;47;2;2;1;1
1150;290;47;2;2;1;1
1150;350;49;2;2;1;1
1150;213;80;3;2;1;1
1150;450;50;2;2;1;1
1150;340;45;1;2;1;1
1150;453;42;1;1;0;0
1150;800;80;2;1;0;1
1150;405;47;1;1;0;1
1150;360;65;2;1;0;1
1150;507;56;2;1;0;1
1160;445;62;3;2;1;1
1160;160;42;2;2;1;1
1160;375;50;1;1;0;0
1160;340;70;3;2;0;2
1165;700;69;2;1;0;1
1165;585;130;2;2;1;1
1170;0;50;2;2;1;1
1170;333;50;2;1;0;1
1175;700;63;2;2;1;1
1176;424;54;2;1;0;1
1176;691;64;3;1;0;1
1180;420;47;2;2;1;1
1180;0;40;1;2;1;1
1180;260;55;2;2;1;1
1180;50;54;2;2;1;1
1185;540;62;2;2;1;1
1190;540;69;3;2;1;1
1190;540;70;3;2;1;1
1190;540;70;3;2;1;1
1190;550;65;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;600;70;3;2;1;1
1190;555;69;3;2;1;1
1190;600;69;3;2;1;1
1190;550;69;3;2;1;1
1190;540;69;3;2;1;1
1190;555;70;3;2;1;1
1190;540;64;3;2;1;1
1190;555;70;3;2;1;1
1190;540;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;555;70;3;2;1;1
1190;550;65;3;2;1;1
1190;550;65;3;2;1;0
1190;550;69;3;2;1;1
1190;527;60;2;1;0;1
1190;540;70;3;2;1;1
1199;577;63;2;2;1;1
1199;263;50;1;2;1;1
1200;0;48;2;2;1;1
1200;400;62;2;2;1;1
1200;570;67;2;2;1;1
1200;0;50;2;2;1;1
1200;400;55;2;2;1;1
1200;587;70;3;2;1;1
1200;220;45;2;2;1;1
1200;497;48;2;2;1;1
1200;450;48;2;2;1;1
1200;835;56;2;2;1;1
1200;130;40;1;2;1;1
1200;100;35;2;2;1;1
1200;450;50;2;2;1;1
1200;0;64;3;2;1;1
1200;290;46;2;2;1;1
1200;350;56;2;2;1;1
1200;330;70;2;2;1;1
1200;0;52;2;2;1;1
1200;180;48;2;2;1;1
1200;452;50;2;2;1;1
1200;0;58;2;2;1;1
1200;500;88;3;2;1;1
1200;380;49;2;2;1;1
1200;490;88;3;2;1;1
1200;450;70;2;2;1;1
1200;0;42;2;2;1;1
1200;300;45;2;2;1;1
1200;0;53;3;2;1;1
1200;340;56;2;2;1;1
1200;0;50;2;2;1;1
1200;352;50;2;2;1;1
1200;290;46;2;2;1;1
1200;1250;120;3;2;1;2
1200;380;52;2;2;1;1
1200;230;61;2;2;1;1
1200;230;61;2;2;1;1
1200;453;63;3;2;1;1
1200;382;54;2;2;1;1
1200;393;48;2;2;1;1
1200;400;50;2;2;1;1
1200;100;74;2;2;1;1
1200;510;57;2;2;1;1
1200;360;56;2;2;1;1
1200;450;57;3;2;1;1
1200;0;82;3;2;1;1
1200;0;82;3;2;1;1
1200;0;65;3;2;1;1
1200;396;66;2;2;1;1
1200;473;65;3;2;1;1
1200;470;60;3;2;1;1
1200;0;43;2;2;1;1
1200;0;50;2;2;1;1
1200;210;48;2;2;1;1
1200;0;97;3;2;1;1
1200;393;46;1;2;1;1
1200;330;36;1;2;1;1
1200;349;44;1;2;1;1
1200;550;62;2;2;1;1
1200;340;56;2;2;1;1
1200;1000;90;3;3;2;2
1200;730;77;3;2;1;1
1200;60;40;1;2;1;1
1200;0;40;2;2;1;1
1200;290;62;3;2;1;1
1200;350;50;2;2;1;1
1200;385;40;2;2;1;1
1200;370;52;3;2;1;1
1200;200;59;2;2;1;1
1200;0;53;2;2;1;1
1200;50;53;2;2;1;1
1200;513;57;2;2;1;1
1200;515;62;2;2;1;1
1200;480;68;3;2;1;1
1200;450;60;2;2;1;1
1200;300;50;2;2;1;1
1200;766;75;2;2;1;1
1200;330;45;2;2;1;1
1200;372;51;1;2;1;1
1200;300;37;1;2;1;1
1200;597;50;2;2;1;1
1200;510;61;2;2;1;1
1200;280;36;1;2;1;1
1200;400;51;2;2;1;1
1200;530;66;3;2;1;1
1200;0;90;2;2;1;1
1200;0;47;2;2;1;1
1200;0;50;2;2;1;1
1200;230;50;2;2;1;1
1200;570;60;3;2;1;1
1200;0;56;2;2;1;1
1200;512;65;3;2;1;1
1200;350;50;2;2;1;1
1200;600;60;3;2;1;1
1200;386;50;1;2;1;1
1200;530;54;2;2;1;1
1200;446;65;3;2;1;1
1200;541;41;1;2;1;1
1200;541;41;1;2;1;1
1200;424;58;2;2;1;1
1200;603;47;1;2;1;1
1200;300;60;2;2;1;1
1200;275;44;1;2;1;1
1200;70;30;1;2;1;1
1200;539;39;1;2;1;1
1200;450;61;3;2;1;1
1200;350;49;2;2;1;1
1200;748;75;3;2;1;1
1200;1;50;2;2;1;1
1200;483;52;2;2;1;1
1200;483;60;2;2;1;1
1200;500;60;2;2;1;1
1200;400;65;2;2;1;1
1200;808;45;1;2;1;1
1200;620;64;3;2;1;1
1200;491;50;2;2;1;1
1200;250;40;1;2;1;1
1200;160;40;1;2;1;1
1200;140;60;1;2;1;1
1200;60;58;2;2;1;1
1200;472;58;2;2;1;1
1200;60;58;2;2;1;1
1200;280;65;2;2;1;1
1200;732;58;2;2;1;2
1200;277;50;2;2;1;1
1200;450;60;2;2;1;1
1200;368;45;2;2;1;1
1200;0;55;2;2;1;1
1200;435;52;2;2;1;1
1200;892;69;3;2;1;1
1200;620;64;3;2;1;1
1200;500;56;2;2;1;1
1200;380;68;3;2;1;1
1200;423;55;2;2;1;1
1200;390;51;2;2;1;1
1200;424;40;1;2;1;1
1200;620;80;2;2;1;1
1200;270;72;1;2;1;1
1200;95;50;1;2;1;1
1200;747;72;2;2;1;1
1200;470;55;2;2;1;1
1200;400;50;2;2;1;1
1200;540;52;2;2;1;1
1200;400;45;3;2;1;1
1200;232;50;2;2;1;1
1200;600;49;2;2;1;1
1200;400;55;3;2;1;1
1200;0;74;2;2;1;1
1200;484;53;2;2;1;1
1200;0;40;1;1;0;0
1200;502;50;1;1;0;0
1200;757;69;2;1;0;0
1200;202;50;1;1;0;1
1200;531;50;2;1;0;0
1200;250;80;2;1;0;0
1200;490;31;1;1;0;1
1200;500;50;2;1;0;0
1200;590;50;2;1;0;0
1200;497;50;1;1;0;0
1200;600;50;1;1;0;1
1200;312;40;1;1;0;0
1200;650;50;1;1;0;0
1200;550;62;2;1;0;0
1200;0;90;2;1;0;0
1200;440;58;2;2;1;1
1200;742;77;3;1;0;1
1200;500;80;2;1;0;1
1200;150;79;2;2;1;1
1200;500;80;2;1;0;1
1200;500;80;2;1;0;1
1200;500;80;2;1;0;1
1200;500;80;2;1;0;1
1200;150;79;2;2;1;1
1200;224;65;2;1;0;1
1200;732;60;2;2;0;1
1200;480;52;2;1;0;1
1200;702;65;2;2;0;1
1200;481;52;2;1;0;1
1200;800;65;2;1;0;1
1200;450;63;2;1;0;1
1200;396;65;2;1;0;1
1200;700;61;2;1;0;2
1200;1700;161;3;2;1;2
1200;670;55;2;1;0;1
1200;481;52;2;1;0;1
1200;0;40;1;1;0;0
1200;80;38;2;1;0;1
1200;280;35;1;1;0;1
1200;408;50;2;1;0;1
1200;300;47;2;1;0;1
1200;100;38;2;1;0;1
1200;500;58;2;1;0;1
1200;450;50;2;1;0;1
1200;700;65;2;2;0;1
1200;350;53;2;1;0;1
1200;360;55;2;1;0;1
1200;0;55;2;2;1;1
1200;170;52;2;1;0;1
1200;0;50;2;1;0;1
1200;260;62;2;1;0;0
1200;1250;120;3;2;1;2
1200;570;56;2;1;0;2
1200;453;63;3;2;1;1
1200;250;61;2;1;0;0
1200;1250;125;3;2;1;2
1200;100;74;2;1;0;1
1200;430;61;2;1;0;1
1200;564;55;2;1;0;1
1200;527;60;2;1;0;1
1200;420;48;2;1;0;1
1200;300;50;2;1;0;1
1200;550;60;2;1;0;2
1200;280;39;1;1;0;0
1200;350;51;1;1;0;1
1200;700;70;2;1;0;1
1200;298;52;2;1;0;1
1200;0;44;1;2;1;1
1200;750;42;1;1;0;1
1200;700;42;1;1;0;1
1200;700;42;1;1;0;1
1200;275;44;1;1;0;1
1200;593;55;2;1;0;1
1200;750;67;3;2;0;1
1200;275;44;1;1;0;1
1200;275;44;1;1;0;0
1200;748;48;1;2;1;2
1200;300;57;2;1;0;1
1200;734;90;2;1;0;1
1200;483;60;2;1;0;1
1200;500;60;2;1;0;1
1200;330;50;2;1;0;1
1200;446;59;2;1;0;1
1200;450;55;2;1;0;1
1200;669;56;2;1;0;1
1200;0;62;2;1;0;1
1200;621;56;2;1;0;1
1200;455;98;3;2;0;1
1200;450;47;2;1;0;1
1200;490;60;2;1;0;1
1200;490;60;2;1;0;1
1200;399;76;3;2;1;1
1200;315;48;2;1;0;1
1200;470;55;2;1;0;1
1200;380;50;2;1;0;1
1200;500;50;2;1;0;1
1200;450;55;2;1;0;1
1200;583;75;3;1;0;1
1200;1200;60;2;2;1;1
1200;422;59;2;1;0;1
1200;390;51;2;1;0;1
1200;310;47;2;1;0;1
1200;120;50;2;1;0;0
1200;492;58;2;1;0;1
1200;370;50;2;1;0;1
1200;500;54;2;1;0;1
1200;437;58;2;1;0;1
1200;440;50;2;1;0;1
1200;120;50;2;1;0;0
1200;610;64;2;1;0;1
1200;500;36;1;1;0;1
1200;500;60;2;1;0;1
1200;492;58;2;1;0;1
1200;420;65;2;1;0;1
1200;0;43;1;1;0;0
1200;730;55;2;1;0;1
1200;540;52;2;1;0;1
1200;640;60;2;1;0;1
1200;583;60;3;1;0;1
1200;539;51;2;1;0;1
1200;352;48;2;1;0;1
1200;550;54;2;1;0;1
1200;400;50;2;1;0;0
1200;595;60;2;1;0;2
1200;735;65;2;2;1;2
1200;400;50;2;1;0;1
1200;400;40;2;1;0;1
1200;576;80;2;1;0;0
1200;0;55;2;1;0;0
1200;371;50;2;2;1;1
1200;240;30;1;2;1;1
1200;1100;35;1;2;1;1
1200;497;50;1;2;1;1
1200;310;35;1;2;1;1
1200;233;32;1;2;1;1
1200;743;77;3;2;1;1
1200;610;65;2;2;1;2
1200;610;65;2;2;1;2
1200;0;45;2;2;1;1
1200;440;50;2;2;1;1
1200;480;52;2;2;1;1
1200;1780;161;3;3;1;2
1200;195;61;2;2;1;1
1200;402;55;2;2;1;1
1200;362;60;2;2;1;2
1200;0;80;2;2;1;1
1200;1;40;1;2;1;1
1200;577;55;2;2;1;1
1200;470;54;2;2;1;1
1200;642;52;2;2;1;1
1200;0;36;2;2;1;1
1200;468;54;2;2;1;1
1200;0;59;2;2;1;1
1200;587;52;2;2;1;1
1200;400;50;2;2;1;1
1200;480;48;2;2;1;1
1200;560;70;3;2;1;1
1200;0;70;3;2;1;1
1200;490;50;3;2;1;1
1200;0;42;2;2;1;1
1200;330;55;2;2;1;1
1200;390;56;2;2;1;1
1200;390;56;2;2;1;1
1200;410;55;2;2;1;2
1200;523;47;2;2;1;1
1200;305;47;2;2;1;1
1200;550;62;2;2;1;1
1200;1700;105;3;3;1;2
1200;400;50;2;2;1;1
1200;300;66;3;2;1;1
1200;530;57;2;2;1;1
1200;0;42;2;2;1;1
1200;437;52;2;2;1;1
1200;400;32;1;2;1;1
1200;800;70;2;2;1;1
1200;360;65;2;2;1;1
1200;770;56;2;2;1;1
1200;500;60;2;2;1;2
1200;450;50;2;2;1;1
1200;500;50;2;2;1;1
1200;450;51;2;2;1;1
1200;0;40;2;2;1;1
1200;400;50;2;2;1;1
1200;447;50;1;1;0;0
1200;300;30;1;1;0;0
1200;150;40;1;1;0;1
1200;568;30;1;1;0;1
1200;0;110;2;1;0;0
1200;640;40;1;2;1;1
1200;110;42;1;1;0;1
1200;570;54;2;2;1;1
1200;0;36;2;2;1;1
1200;170;57;2;1;0;1
1200;70;40;1;1;0;1
1200;180;48;2;1;0;1
1200;422;50;2;1;0;1
1200;230;62;2;1;0;1
1200;0;53;2;1;0;1
1200;70;40;2;1;0;1
1200;340;52;2;1;0;1
1200;100;60;2;1;0;0
1200;371;51;1;1;0;1
1200;561;50;2;1;0;1
1200;453;46;1;1;0;1
1200;414;48;2;1;0;1
1200;913;69;3;2;1;2
1200;414;51;2;1;0;1
1200;651;75;3;1;0;1
1200;400;68;3;1;0;1
1200;320;49;2;1;0;1
1200;400;45;3;1;0;1
1200;423;50;2;2;1;1
1200;0;74;2;1;0;1
1200;150;45;2;2;1;1
1205;365;72;3;2;1;1
1205;695;59;2;1;0;1
1205;365;72;3;2;1;1
1210;370;49;2;1;0;1
1210;190;56;2;2;1;1
1220;0;59;2;2;1;1
1220;0;59;2;2;1;1
1230;70;60;2;2;1;1
1240;0;53;2;2;1;1
1240;360;42;2;2;1;1
1240;700;65;2;1;0;2
1250;400;55;2;2;1;1
1250;0;55;2;2;1;1
1250;554;60;2;2;1;1
1250;610;65;2;2;1;1
1250;550;62;2;2;1;1
1250;0;38;2;2;1;1
1250;0;50;1;2;1;1
1250;700;80;1;2;1;1
1250;390;50;2;2;1;1
1250;199;48;2;2;1;1
1250;360;65;2;2;1;1
1250;300;45;1;2;1;1
1250;450;47;2;2;1;1
1250;466;60;2;2;1;1
1250;420;54;2;2;1;1
1250;390;45;2;1;0;1
1250;40;80;2;1;0;0
1250;400;41;1;1;0;0
1250;945;88;3;2;1;1
1250;690;64;2;2;0;1
1250;263;32;1;1;0;1
1250;0;90;2;1;0;0
1250;560;55;2;1;0;2
1250;330;50;2;1;0;1
1250;415;50;2;1;0;1
1250;198;48;2;1;0;1
1250;580;59;2;1;0;1
1250;268;37;1;1;0;1
1250;0;65;2;2;1;1
1250;1029;67;2;2;1;1
1250;1029;67;2;2;1;1
1250;560;60;3;1;0;1
1250;275;65;1;1;0;1
1250;350;82;3;2;1;1
1250;470;50;2;1;0;1
1250;465;52;2;1;0;1
1250;598;50;2;1;0;1
1250;450;47;2;1;0;1
1250;580;54;2;1;0;1
1250;420;54;2;1;0;1
1250;1150;33;1;2;1;1
1250;415;65;2;2;1;1
1250;350;60;2;2;1;1
1250;650;40;1;2;1;1
1250;850;77;2;2;1;1
1250;550;50;2;2;1;1
1250;656;72;3;2;1;2
1250;0;59;2;2;1;1
1250;0;48;2;2;1;1
1250;550;62;2;2;1;1
1250;700;58;2;2;1;1
1250;600;60;2;2;1;1
1250;450;44;1;2;1;1
1250;560;60;3;2;1;1
1250;1250;40;1;2;1;1
1250;465;60;2;2;1;1
1250;400;55;2;1;0;1
1250;490;65;3;2;1;1
1250;80;35;2;1;0;1
1250;372;51;1;1;0;1
1260;199;48;2;2;1;1
1260;0;47;2;1;0;1
1260;591;70;2;2;1;1
1260;640;62;3;2;1;1
1260;640;62;3;1;0;1
1270;680;65;2;2;1;1
1280;560;62;2;2;1;1
1290;416;54;2;2;1;1
1290;0;48;2;2;1;1
1290;230;46;2;2;1;1
1290;390;45;1;1;0;0
1290;850;63;2;1;0;1
1290;650;68;2;1;0;1
1290;300;30;1;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1295;500;69;3;2;1;1
1297;750;75;3;2;1;2
1299;395;73;2;2;1;1
1300;410;55;2;2;1;1
1300;289;44;2;2;1;1
1300;310;57;2;2;1;1
1300;0;46;2;2;1;1
1300;400;55;2;2;1;1
1300;580;62;2;2;1;1
1300;583;72;2;2;1;1
1300;0;65;3;2;1;1
1300;415;48;2;2;1;1
1300;0;70;3;2;1;1
1300;387;50;2;2;1;1
1300;387;50;2;2;1;1
1300;0;48;2;2;1;1
1300;0;48;2;2;1;1
1300;0;44;2;2;1;1
1300;0;50;2;2;1;1
1300;0;60;3;2;1;1
1300;0;47;2;2;1;1
1300;0;58;2;2;1;1
1300;0;60;2;2;1;1
1300;320;68;3;2;1;1
1300;300;55;2;2;1;1
1300;0;55;2;2;1;1
1300;280;60;3;2;1;1
1300;0;84;2;2;1;1
1300;542;65;3;2;1;1
1300;542;68;3;2;1;1
1300;291;57;2;2;1;1
1300;240;48;2;2;1;1
1300;270;47;2;2;1;1
1300;180;62;2;2;1;1
1300;415;62;2;2;1;1
1300;200;45;2;2;1;1
1300;550;62;2;2;1;1
1300;0;65;3;2;1;1
1300;500;70;2;2;1;1
1300;0;52;2;2;1;1
1300;0;61;3;2;1;1
1300;800;40;3;2;1;2
1300;873;82;3;2;1;2
1300;340;52;2;2;1;1
1300;649;48;1;2;1;1
1300;600;62;2;2;1;1
1300;550;60;2;2;1;1
1300;420;51;2;2;1;1
1300;0;39;2;2;1;1
1300;500;95;3;2;1;1
1300;500;95;3;2;1;1
1300;400;50;2;2;1;1
1300;450;65;3;2;1;1
1300;400;50;2;2;1;1
1300;600;70;3;2;1;1
1300;485;55;2;2;1;1
1300;386;55;2;2;1;1
1300;388;50;2;2;1;1
1300;637;50;2;2;1;1
1300;350;63;3;2;1;1
1300;350;40;1;2;1;1
1300;400;48;2;2;1;1
1300;501;50;1;2;1;1
1300;0;65;2;2;1;1
1300;430;48;2;2;1;1
1300;500;60;2;2;1;1
1300;600;45;1;2;1;1
1300;664;60;2;2;1;1
1300;600;75;3;2;1;1
1300;0;70;2;2;1;1
1300;800;85;2;2;1;1
1300;384;50;2;2;1;1
1300;804;68;3;2;1;1
1300;523;50;2;2;1;1
1300;480;45;2;2;1;1
1300;450;49;2;2;1;1
1300;450;49;2;2;1;1
1300;424;62;3;2;1;1
1300;600;52;2;2;1;1
1300;300;52;2;2;1;1
1300;270;53;2;2;1;1
1300;500;50;2;2;1;1
1300;350;50;2;2;1;1
1300;915;75;3;2;1;3
1300;605;65;3;2;1;1
1300;270;50;2;2;1;1
1300;726;84;3;2;1;1
1300;0;60;2;2;1;1
1300;413;45;1;2;1;1
1300;559;40;2;2;1;1
1300;558;60;2;2;1;1
1300;254;70;2;2;1;1
1300;450;72;2;2;1;1
1300;300;45;2;2;1;1
1300;598;65;2;2;1;1
1300;395;73;2;2;1;1
1300;395;73;2;2;1;1
1300;395;70;2;2;1;1
1300;290;58;2;2;1;1
1300;395;73;2;2;1;1
1300;0;50;2;2;1;1
1300;408;80;2;2;1;1
1300;395;73;2;2;1;1
1300;450;53;2;2;1;1
1300;400;49;2;2;1;1
1300;0;67;2;2;1;1
1300;0;56;2;2;1;1
1300;465;56;2;2;1;1
1300;365;50;1;1;0;0
1300;240;75;2;1;0;0
1300;350;52;1;1;0;0
1300;300;90;1;1;0;0
1300;460;50;2;1;0;1
1300;371;50;2;1;0;1
1300;340;33;1;1;0;0
1300;420;50;2;1;0;1
1300;450;65;1;1;0;0
1300;460;50;2;1;0;1
1300;370;60;2;1;0;1
1300;320;32;1;1;0;0
1300;510;60;2;1;0;1
1300;420;48;1;1;0;0
1300;504;61;1;1;0;0
1300;590;48;2;1;0;0
1300;400;40;1;1;0;1
1300;277;32;1;1;0;0
1300;0;80;2;1;0;0
1300;400;42;2;1;0;1
1300;450;90;2;2;1;1
1300;553;65;2;1;0;1
1300;605;60;3;2;1;1
1300;611;70;2;1;0;1
1300;605;60;3;2;1;1
1300;445;55;2;1;0;1
1300;650;60;2;1;0;2
1300;553;65;2;1;0;1
1300;370;50;2;1;0;1
1300;700;60;2;2;1;2
1300;300;65;2;1;0;1
1300;300;62;2;1;0;1
1300;476;45;1;1;0;1
1300;550;53;2;2;1;1
1300;550;53;2;2;1;1
1300;0;70;2;1;0;0
1300;0;45;1;2;1;0
1300;575;56;2;1;0;1
1300;350;50;2;1;0;1
1300;0;45;1;1;0;2
1300;585;57;2;1;0;1
1300;0;70;3;2;1;1
1300;0;49;2;1;0;0
1300;350;57;2;1;0;1
1300;430;47;2;1;0;1
1300;400;48;2;1;0;1
1300;150;65;2;1;0;2
1300;0;49;2;1;0;1
1300;650;68;3;1;0;1
1300;586;65;3;2;1;2
1300;240;48;2;1;0;1
1300;300;47;2;1;0;1
1300;472;38;1;1;0;1
1300;873;82;3;1;0;2
1300;340;52;2;1;0;1
1300;580;44;2;1;0;1
1300;398;50;2;1;0;1
1300;580;44;2;1;0;1
1300;500;45;2;1;0;1
1300;500;55;1;1;0;1
1300;600;62;2;1;0;1
1300;298;52;2;1;0;1
1300;240;65;2;1;0;1
1300;470;37;1;1;0;1
1300;365;65;2;1;0;1
1300;1028;67;2;2;1;1
1300;600;60;2;1;0;1
1300;2435;208;4;3;2;3
1300;700;70;3;2;1;1
1300;368;46;2;2;1;1
1300;340;73;1;1;0;0
1300;677;73;3;1;0;1
1300;639;75;3;2;0;1
1300;1700;110;3;2;1;2
1300;384;50;2;1;0;1
1300;900;110;3;2;1;2
1300;804;68;3;1;0;1
1300;450;56;2;1;0;1
1300;600;52;2;1;0;1
1300;400;65;2;1;0;1
1300;450;68;3;2;1;1
1300;500;67;2;1;0;1
1300;450;55;2;1;0;1
1300;430;60;3;1;0;1
1300;605;65;3;1;0;1
1300;350;50;2;1;0;1
1300;510;56;2;1;0;2
1300;480;50;2;1;0;1
1300;300;53;2;1;0;1
1300;513;60;2;1;0;1
1300;100;65;1;1;0;0
1300;500;48;2;1;0;1
1300;435;65;2;1;0;1
1300;485;62;2;1;0;1
1300;440;60;2;1;0;1
1300;746;65;2;1;0;1
1300;420;70;2;1;0;1
1300;395;73;2;1;0;1
1300;395;73;2;1;0;1
1300;390;60;2;1;0;1
1300;390;50;2;1;0;1
1300;408;80;2;1;0;1
1300;510;74;3;2;1;1
1300;686;70;3;2;1;2
1300;306;70;3;2;1;1
1300;100;30;1;1;0;0
1300;578;50;2;1;0;1
1300;408;57;2;2;1;1
1300;740;65;3;2;1;1
1300;0;54;2;1;0;0
1300;500;50;2;1;0;1
1300;700;64;2;2;1;2
1300;623;62;2;1;0;1
1300;930;50;1;1;0;1
1300;150;47;1;1;0;0
1300;405;55;1;2;1;1
1300;460;50;2;2;1;1
1300;420;50;2;2;1;1
1300;250;32;1;2;1;1
1300;350;50;1;2;1;1
1300;460;50;2;2;1;1
1300;693;39;1;2;1;1
1300;120;45;1;2;1;1
1300;0;35;1;2;1;1
1300;358;50;2;2;1;1
1300;611;70;2;2;1;1
1300;445;55;2;2;1;1
1300;450;54;2;2;1;1
1300;605;60;3;2;1;1
1300;230;55;1;2;1;1
1300;260;65;2;2;1;1
1300;455;70;2;2;1;1
1300;1;49;2;2;1;1
1300;850;77;2;2;1;1
1300;600;70;3;2;1;2
1300;0;80;3;2;1;1
1300;70;42;2;2;1;1
1300;0;43;2;2;1;1
1300;474;44;2;2;1;1
1300;0;65;2;2;1;1
1300;450;60;2;2;1;1
1300;0;49;2;2;1;1
1300;453;51;2;2;1;1
1300;260;47;2;2;1;1
1300;300;30;1;2;1;1
1300;630;62;2;2;1;1
1300;0;50;2;2;1;1
1300;0;55;2;2;1;1
1300;836;64;2;2;1;1
1300;365;65;2;2;1;1
1300;900;52;1;2;1;1
1300;639;75;3;2;1;1
1300;600;50;2;2;1;1
1300;500;60;2;2;1;1
1300;400;56;2;2;1;1
1300;424;40;1;2;1;1
1300;680;70;3;2;1;1
1300;520;69;1;1;0;0
1300;350;66;1;1;0;0
1300;70;60;2;1;0;0
1300;699;45;1;1;0;1
1300;350;45;1;1;0;1
1300;538;60;2;1;0;1
1300;520;42;1;2;1;1
1300;280;35;1;1;0;1
1300;0;48;2;1;0;1
1300;542;68;3;2;1;1
1300;634;48;2;1;0;1
1300;600;64;3;1;0;1
1300;440;70;3;2;1;1
1300;530;58;2;1;0;1
1309;341;45;2;2;1;1
1310;540;70;2;2;1;1
1320;380;50;2;2;1;1
1320;393;50;2;2;1;1
1320;442;68;3;1;0;1
1330;470;66;3;2;1;1
1330;670;61;3;2;1;1
1330;670;61;3;2;1;1
1335;515;58;2;1;0;1
1342;558;75;3;2;1;1
1342;626;60;2;1;0;1
1343;550;70;2;2;1;1
1346;0;49;2;2;1;1
1348;700;75;3;2;1;2
1350;500;51;2;2;1;1
1350;0;52;3;2;1;1
1350;345;49;2;2;1;1
1350;320;50;2;2;1;1
1350;400;47;2;2;1;1
1350;0;50;2;2;1;1
1350;420;50;2;2;1;1
1350;646;65;2;2;1;1
1350;0;56;2;2;1;1
1350;0;47;2;2;1;1
1350;450;66;3;2;1;1
1350;460;50;2;2;1;1
1350;290;32;1;2;1;1
1350;450;55;1;2;1;1
1350;0;42;2;2;1;1
1350;0;42;2;2;1;1
1350;0;62;2;2;1;1
1350;120;70;2;2;1;1
1350;120;70;2;2;1;1
1350;120;68;2;2;1;1
1350;120;70;2;2;1;1
1350;120;60;2;2;1;1
1350;550;70;2;2;1;1
1350;550;55;2;2;1;1
1350;450;57;2;2;1;1
1350;400;40;1;1;0;0
1350;611;64;2;1;0;1
1350;500;36;1;1;0;1
1350;0;85;2;1;0;0
1350;0;65;3;1;0;1
1350;655;58;2;1;0;1
1350;290;32;1;1;0;0
1350;550;64;2;1;0;1
1350;628;75;3;1;0;1
1350;650;59;2;1;0;1
1350;450;54;2;2;1;1
1350;450;44;2;1;0;1
1350;400;40;1;1;0;1
1350;420;43;1;1;0;1
1350;550;55;2;1;0;1
1350;776;65;2;2;1;1
1350;776;65;2;1;0;1
1350;652;81;2;1;0;1
1350;330;41;2;2;1;1
1350;300;58;3;2;1;1
1350;380;41;2;2;1;1
1350;690;68;2;2;1;2
1350;1350;50;2;2;1;1
1350;0;89;2;2;1;1
1350;660;53;2;2;1;2
1350;590;52;2;2;1;1
1350;0;50;1;2;1;1
1350;0;50;1;2;1;1
1350;520;71;2;2;1;1
1350;350;52;2;2;1;1
1350;0;44;1;1;0;0
1350;700;42;1;1;0;0
1350;730;35;1;1;0;1
1350;520;53;2;1;0;1
1350;485;55;2;1;0;1
1360;812;70;3;2;1;1
1360;812;70;3;1;0;1
1365;235;65;3;2;1;1
1370;430;61;2;2;1;1
1370;630;75;3;2;1;1
1370;610;59;3;2;1;1
1370;630;75;3;2;1;1
1370;610;59;3;2;1;1
1370;610;59;3;2;1;1
1372;763;70;3;2;0;1
1375;525;53;2;1;0;1
1380;620;75;3;2;1;1
1380;550;60;2;1;0;1
1380;392;52;2;1;0;1
1380;1800;33;1;2;1;1
1381;1160;83;3;2;1;2
1385;615;75;3;2;1;1
1390;1;35;1;2;1;1
1399;0;45;2;2;1;1
1400;743;63;2;2;1;1
1400;0;55;2;2;1;1
1400;708;70;2;2;1;1
1400;510;64;2;2;1;1
1400;510;64;2;2;1;1
1400;550;72;2;2;1;1
1400;360;66;3;2;1;1
1400;200;52;2;2;1;1
1400;551;57;2;2;1;1
1400;563;58;2;2;1;1
1400;500;63;2;2;1;1
1400;597;75;3;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;330;56;2;2;1;1
1400;500;50;2;2;1;1
1400;0;50;2;2;1;1
1400;450;84;2;2;1;1
1400;775;90;2;2;1;1
1400;900;72;2;2;1;2
1400;0;40;2;2;1;1
1400;418;50;1;2;1;1
1400;380;52;2;2;1;1
1400;342;60;3;2;1;1
1400;294;57;2;2;1;1
1400;310;34;1;2;1;1
1400;550;50;2;2;1;1
1400;340;70;2;2;1;1
